,school,sex,age,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor
158,GP,F,15,3,2,father,1,2,1,0,1,0,1,1,1,0,3,3,2,1,1,3,2,11,11,11,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
159,GP,F,15,1,2,mother,1,2,0,0,1,0,0,1,1,0,4,3,2,1,1,5,6,13,12,13,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
160,GP,F,15,1,2,father,1,2,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11,11,11,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
161,GP,M,16,4,4,mother,1,1,0,0,1,0,1,0,1,1,3,3,2,2,1,5,16,9,9,8,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
162,GP,M,15,2,1,mother,4,1,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
163,GP,M,18,1,1,mother,1,1,2,0,0,0,1,0,1,1,2,3,5,2,5,4,0,11,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
164,GP,M,16,2,1,mother,1,1,1,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9,10,10,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
165,GP,F,15,3,3,other,2,3,0,0,1,1,1,1,1,1,4,2,1,2,3,3,2,13,13,13,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
166,GP,M,19,3,2,mother,1,1,0,0,1,0,1,0,1,1,4,5,4,1,1,4,6,11,9,11,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0
167,GP,F,17,4,4,mother,1,1,0,1,1,0,1,1,0,1,4,2,1,1,1,4,0,13,13,13,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
168,GP,M,15,2,3,mother,1,2,0,1,0,1,1,1,0,0,4,4,4,1,1,1,0,7,8,8,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
169,GP,M,17,1,2,mother,1,1,3,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
170,GP,F,18,1,1,mother,3,1,3,0,1,1,0,1,0,0,5,2,5,1,5,4,6,11,10,11,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
171,GP,M,16,2,2,mother,3,1,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,12,10,11,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
172,GP,M,16,3,3,father,1,2,1,0,1,0,1,1,1,1,4,5,5,4,4,5,0,10,10,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
173,GP,M,16,1,2,mother,2,1,2,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9,8,10,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
174,GP,M,17,2,1,mother,2,1,1,0,0,1,1,0,1,1,3,3,2,2,2,5,8,8,8,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
175,GP,M,17,3,2,mother,2,2,2,1,1,0,1,1,1,1,4,4,4,1,4,3,4,7,6,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
176,GP,M,15,1,2,mother,2,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8,9,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
177,GP,M,16,1,3,father,1,1,1,0,0,0,1,0,1,0,5,3,3,1,4,2,2,9,8,8,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
178,GP,M,17,1,1,mother,4,2,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,8,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
179,GP,M,17,3,2,mother,2,1,3,0,1,1,0,0,0,0,4,5,2,1,1,2,10,8,7,8,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
180,GP,M,16,2,2,father,1,2,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9,10,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
181,GP,F,16,4,2,father,1,2,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17,17,18,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
182,GP,F,16,2,2,mother,1,2,0,0,1,0,0,1,1,0,5,1,5,1,1,4,0,12,12,13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
183,GP,F,16,4,4,mother,1,2,0,0,1,0,1,1,1,1,4,4,2,1,1,3,0,16,16,17,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
184,GP,M,16,3,4,father,3,1,1,0,1,1,0,1,1,0,3,4,5,2,4,2,4,9,9,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
185,GP,M,16,1,0,mother,2,2,0,0,1,1,1,1,1,1,4,3,2,1,1,3,0,16,17,18,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
186,GP,M,17,4,4,mother,1,2,0,0,1,1,1,1,1,0,4,4,4,1,3,5,0,11,9,10,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
187,GP,F,16,1,3,mother,1,2,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14,13,13,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
188,GP,F,16,3,3,mother,2,2,0,0,1,1,1,1,1,0,4,4,5,1,1,4,0,14,14,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
189,GP,M,17,4,3,mother,2,2,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,10,11,11,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
190,GP,F,16,2,2,mother,2,2,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13,12,14,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
191,GP,M,17,3,3,father,1,2,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,11,9,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
192,GP,M,16,4,2,mother,1,1,0,0,1,1,1,1,1,1,4,3,3,3,4,3,8,10,9,11,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
193,GP,M,17,4,3,mother,1,2,0,0,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11,13,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
194,GP,M,16,4,3,mother,1,2,0,0,1,1,1,1,1,0,3,4,3,2,3,3,4,11,10,11,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1
195,GP,M,16,3,3,mother,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11,12,13,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
196,GP,F,17,2,4,father,1,2,0,0,1,1,1,1,0,0,5,4,2,2,3,5,0,17,18,17,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
197,GP,F,17,3,3,mother,1,2,0,0,1,1,1,1,1,1,5,3,3,2,3,1,32,14,13,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
198,GP,F,16,3,2,mother,1,2,0,0,1,0,1,1,1,0,1,2,2,1,2,1,8,14,15,16,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
199,GP,M,17,3,3,mother,1,2,0,0,1,1,1,1,1,1,4,3,4,2,3,4,6,11,13,14,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
200,GP,M,16,1,2,mother,1,1,0,0,1,1,1,1,1,1,3,3,3,1,2,3,0,10,9,11,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
201,GP,M,16,2,1,mother,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13,14,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
202,GP,F,17,3,3,mother,1,2,0,0,1,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
203,GP,M,17,1,2,mother,1,2,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9,9,10,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
204,GP,F,16,2,3,mother,1,2,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12,13,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
205,GP,F,17,1,1,mother,1,2,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11,12,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
206,GP,M,17,1,2,other,2,2,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,10,11,12,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
207,GP,M,16,3,3,mother,1,1,0,0,1,1,1,1,1,0,4,3,2,3,4,5,0,11,10,10,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
208,GP,M,16,2,3,father,2,1,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12,12,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
209,GP,F,17,2,4,father,1,2,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
210,GP,M,17,4,4,mother,1,1,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,14,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
211,GP,M,16,3,3,father,3,1,0,0,1,1,1,1,1,0,3,3,4,3,5,3,16,10,11,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
212,GP,F,17,4,4,mother,2,1,1,0,1,0,1,1,1,0,4,2,4,2,3,2,30,14,15,16,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
213,GP,F,16,4,4,mother,1,2,0,0,1,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
214,GP,F,16,4,3,mother,1,2,0,0,1,1,1,1,1,0,4,3,5,1,5,2,2,14,14,15,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
215,GP,F,16,2,3,mother,1,2,0,1,1,1,1,1,0,0,4,4,3,1,3,4,4,11,12,12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
216,GP,F,17,1,1,mother,1,2,0,0,1,0,0,1,0,0,4,4,4,1,3,1,0,14,15,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
217,GP,F,17,2,2,mother,1,1,0,0,1,0,1,1,1,0,5,3,2,1,2,3,21,13,13,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
218,GP,F,16,2,2,mother,2,4,0,0,1,1,0,1,1,0,5,3,5,1,1,5,6,13,13,13,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
219,GP,F,17,3,4,mother,1,3,1,0,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9,8,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
220,GP,F,16,3,1,mother,1,2,0,0,1,0,1,1,1,0,2,3,3,2,2,4,2,11,11,12,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
221,GP,F,16,4,3,mother,1,2,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15,15,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
222,GP,F,16,1,1,mother,2,1,0,0,1,0,1,1,0,0,4,3,2,1,4,5,2,12,13,13,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
223,GP,F,17,4,3,mother,2,3,0,0,1,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
224,GP,F,19,3,3,other,1,4,0,0,1,1,1,1,1,0,4,3,3,1,2,3,4,12,12,12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
225,GP,M,17,4,4,mother,1,2,0,0,1,0,1,1,1,1,5,3,5,4,5,3,15,13,12,12,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
226,GP,F,16,2,2,mother,1,2,0,1,1,0,1,1,1,0,3,3,4,1,1,4,0,13,13,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
227,GP,M,18,2,2,mother,1,2,0,0,1,1,1,1,1,0,4,4,4,2,4,5,10,12,11,11,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
228,GP,F,17,4,4,mother,1,1,0,0,1,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
229,GP,F,17,3,2,mother,2,2,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
230,GP,F,17,4,3,mother,1,2,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11,9,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
231,GP,M,18,3,3,father,1,2,0,0,1,0,1,1,1,0,3,2,4,2,4,4,10,10,10,10,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
232,GP,F,17,2,3,father,2,1,0,0,1,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
233,GP,F,17,2,2,mother,1,3,0,0,1,1,1,1,1,0,4,3,3,1,1,4,0,12,12,13,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
234,GP,F,17,2,1,mother,2,2,0,0,1,1,1,1,1,0,4,2,5,1,2,5,0,11,10,11,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
235,GP,F,17,1,1,mother,1,3,0,0,1,1,1,1,0,1,4,3,4,1,1,5,12,12,12,12,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
236,GP,F,16,2,3,mother,1,2,0,1,0,0,1,1,1,0,2,3,1,1,1,3,0,13,13,14,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
237,GP,M,18,2,2,mother,2,2,3,0,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
238,GP,F,16,4,4,mother,1,3,0,0,1,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
239,GP,F,18,3,1,mother,1,2,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
240,GP,F,17,3,2,mother,1,2,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
241,GP,M,17,2,3,father,1,2,0,0,1,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
242,GP,M,18,2,1,mother,4,2,0,1,1,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
243,GP,F,17,2,1,mother,2,3,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
244,GP,F,17,4,3,father,1,2,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
245,GP,M,17,2,2,father,2,2,0,0,1,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
246,GP,M,17,4,4,mother,1,2,0,1,1,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
247,GP,M,16,4,4,father,1,2,0,0,1,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
248,GP,M,16,1,1,mother,2,2,0,0,1,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
249,GP,M,16,3,2,mother,2,3,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
250,GP,M,17,2,2,father,1,2,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
251,GP,F,16,2,1,mother,1,1,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
252,GP,F,16,4,1,mother,1,2,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
253,GP,F,18,2,4,mother,2,2,1,0,1,0,1,1,1,0,4,3,3,1,1,3,18,10,10,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
254,GP,F,18,2,2,mother,1,2,1,0,1,0,0,1,1,1,5,3,1,1,1,5,16,9,8,10,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
255,GP,F,18,3,3,mother,2,1,1,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
256,GP,M,18,2,2,other,1,1,1,0,1,1,0,0,1,1,4,4,3,2,2,1,26,7,8,8,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
257,GP,M,17,4,4,mother,1,1,0,0,1,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
258,GP,F,17,3,2,father,1,2,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
259,GP,F,17,1,1,mother,1,3,0,0,1,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
260,GP,F,16,1,2,mother,1,1,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
261,GP,F,17,2,1,mother,3,2,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13,13,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
262,GP,F,17,1,4,other,4,1,1,0,1,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
263,GP,M,18,2,2,father,1,2,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,7,8,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
264,GP,F,17,2,2,mother,1,1,1,0,1,0,0,0,1,0,3,1,2,1,1,1,8,11,9,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,GP,F,17,1,1,mother,2,3,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
266,GP,F,17,4,2,mother,1,2,0,0,1,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
267,GP,M,17,4,3,mother,2,2,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
268,GP,M,17,4,4,mother,2,2,0,0,1,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
269,GP,M,16,4,3,mother,1,1,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
270,GP,M,16,4,4,mother,1,1,0,0,0,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1
271,GP,F,17,4,4,mother,1,2,0,0,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
272,GP,M,17,1,1,father,2,3,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
273,GP,F,17,3,3,mother,2,3,0,0,1,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
274,GP,F,17,1,1,mother,1,2,0,1,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
275,GP,F,18,2,1,other,2,3,0,0,1,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
276,GP,M,16,2,1,mother,3,1,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
277,GP,F,17,1,1,father,1,2,0,0,1,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
278,GP,M,17,2,3,father,2,1,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
279,GP,M,22,3,1,mother,1,1,3,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8,5,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
280,GP,M,18,3,3,mother,1,2,0,0,1,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
281,GP,M,16,0,2,mother,1,1,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
282,GP,M,18,3,2,mother,2,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8,7,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
283,GP,M,16,3,3,other,3,2,1,1,1,0,0,1,1,0,5,3,3,1,3,2,4,9,11,10,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
284,GP,M,18,2,1,mother,1,1,2,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
285,GP,M,16,2,1,mother,2,1,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
286,GP,M,17,2,1,mother,1,1,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
287,GP,M,17,1,1,mother,2,1,1,0,1,1,1,1,1,0,4,4,4,1,2,5,0,9,10,10,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
288,GP,F,18,2,1,mother,1,2,0,0,1,0,0,1,1,1,4,3,4,1,3,5,2,12,12,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,GP,F,17,4,2,mother,1,4,0,0,1,1,1,1,1,0,4,2,3,1,1,4,2,14,15,17,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
290,GP,F,19,2,2,mother,1,2,0,0,1,0,1,1,1,0,4,3,3,1,1,5,0,10,10,11,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
291,GP,M,18,2,1,mother,3,2,1,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10,11,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
292,GP,F,17,4,2,mother,1,3,0,0,1,1,1,1,1,0,4,3,4,1,3,5,2,11,12,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
293,GP,F,18,1,1,mother,1,3,0,0,1,0,0,1,0,0,4,4,3,2,3,3,4,11,12,14,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
294,GP,F,18,2,2,mother,1,2,0,1,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
295,GP,M,19,4,3,mother,1,2,0,0,1,0,1,1,1,0,4,3,1,1,1,1,4,11,13,14,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
296,GP,M,18,2,1,mother,1,2,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16,16,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
297,GP,M,17,2,2,mother,2,1,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
298,GP,F,17,2,2,father,1,4,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
299,GP,F,20,2,1,other,2,2,0,0,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
300,GP,F,18,4,3,father,1,2,0,0,1,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
301,GP,M,18,4,3,mother,1,2,0,0,1,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
302,GP,M,18,3,2,mother,1,3,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
303,GP,F,17,3,3,mother,1,3,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
304,GP,F,18,2,2,mother,1,3,0,0,1,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
305,GP,M,17,2,2,father,2,1,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
306,GP,M,18,3,4,mother,2,2,0,0,1,1,1,1,1,0,4,2,5,3,4,1,6,15,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,GP,M,17,3,1,mother,1,2,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
308,GP,F,18,4,4,mother,2,2,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11,12,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
309,GP,M,18,4,2,father,1,2,0,0,1,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
310,GP,F,18,2,1,mother,2,2,0,0,1,0,1,0,1,1,4,3,5,1,2,3,12,8,9,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
311,GP,F,19,3,3,other,1,2,0,0,1,1,1,1,1,0,4,3,5,3,3,5,16,11,12,12,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
312,GP,F,18,2,3,father,1,4,0,0,1,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
313,GP,F,18,1,1,mother,2,2,0,0,1,0,0,1,0,0,4,4,3,1,1,3,2,13,13,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
314,GP,M,17,1,2,mother,1,2,0,0,1,1,0,1,0,1,3,5,2,2,2,1,2,16,17,18,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
315,GP,F,18,2,1,mother,1,2,0,0,1,0,1,1,1,1,4,2,5,1,2,1,8,14,14,15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
316,GP,F,17,2,4,mother,2,2,0,0,1,0,1,1,1,1,4,3,3,1,1,1,6,15,16,16,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
317,GP,F,17,2,2,mother,2,2,0,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
