,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor,guardian_father,guardian_mother,school_MS,super
169,4,4,1,2,0,0,1,0,1,1,1,1,4,4,2,1,1,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,23.0
170,3,4,3,1,2,0,1,1,0,1,1,0,3,4,5,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.75
171,1,0,2,2,0,0,1,1,1,1,1,1,4,3,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,19.25
172,4,4,1,2,0,0,1,1,1,1,1,0,4,4,4,1,3,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,26.0
173,1,3,1,2,3,0,0,1,0,1,1,1,4,3,5,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0
174,3,3,2,2,0,0,1,1,1,1,1,0,4,4,5,1,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,23.5
175,4,3,2,2,0,0,0,1,1,1,1,0,4,4,4,4,4,4,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,14.75
176,2,2,2,2,0,0,0,1,0,1,1,0,3,4,4,1,4,5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,14.0
177,3,3,1,2,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16.5
178,4,2,1,1,0,0,1,1,1,1,1,1,4,3,3,3,4,3,10,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,19.5
179,4,3,1,2,0,0,1,1,1,1,1,1,5,2,3,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.75
180,4,3,1,2,0,0,1,1,1,1,1,0,3,4,3,2,3,3,10,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,21.75
181,3,3,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,3,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,18.5
182,2,4,1,2,0,0,1,1,1,1,0,0,5,4,2,2,3,5,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,25.5
183,3,3,1,2,0,0,1,1,1,1,1,1,5,3,3,2,3,1,56,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20.5
184,3,2,1,2,0,0,1,0,1,1,1,0,1,2,2,1,2,1,14,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,13.25
185,3,3,1,2,0,0,1,1,1,1,1,1,4,3,4,2,3,4,12,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,21.5
186,1,2,1,1,0,0,1,1,1,1,1,1,3,3,3,1,2,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,18.75
187,2,1,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,16.75
188,3,3,1,2,0,0,1,0,0,1,1,1,3,3,3,1,3,3,6,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,16.5
189,1,2,1,2,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.75
190,2,3,1,2,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,12.25
191,1,1,1,2,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.5
192,1,2,2,2,0,0,0,1,0,1,1,0,4,4,4,4,5,5,12,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9.75
193,3,3,1,1,0,0,1,1,1,1,1,0,4,3,2,3,4,5,8,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,22.5
194,2,3,2,1,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14.25
195,2,4,1,2,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,22.5
196,4,4,1,1,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,19.0
197,3,3,3,1,0,0,1,1,1,1,1,0,3,3,4,3,5,3,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,16.5
198,4,4,2,1,1,0,1,0,1,1,1,0,4,2,4,2,3,2,24,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,17.0
199,4,4,1,2,0,0,1,0,1,1,1,0,4,5,2,1,2,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,22.0
200,4,3,1,2,0,0,1,1,1,1,1,0,4,3,5,1,5,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,18.75
201,2,3,1,2,0,1,1,1,1,1,0,0,4,4,3,1,3,4,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,22.25
202,1,1,1,2,0,0,1,0,0,1,0,0,4,4,4,1,3,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9.5
203,2,2,1,1,0,0,1,0,1,1,1,0,5,3,2,1,2,3,18,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18.0
204,2,2,2,4,0,0,1,1,0,1,1,0,5,3,5,1,1,5,6,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,23.0
205,3,4,1,3,1,0,1,0,1,1,1,1,4,4,3,3,4,5,28,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,17.75
206,3,1,1,2,3,0,1,0,1,1,1,0,2,3,3,2,2,4,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,14.0
207,4,3,1,2,0,0,0,1,1,1,1,1,1,3,2,1,1,1,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,16.75
208,1,1,2,1,0,0,1,0,1,1,0,0,4,3,2,1,4,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,14.5
209,4,3,2,3,0,0,1,1,1,1,1,1,4,4,2,1,1,4,6,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,27.75
210,3,3,1,4,0,0,1,1,1,1,1,0,4,3,3,1,2,3,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23.5
211,4,4,1,2,0,0,1,0,1,1,1,1,5,3,5,4,5,3,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,14.0
212,2,2,1,2,0,1,1,0,1,1,1,0,3,3,4,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,16.0
213,2,2,1,2,1,0,1,1,1,1,1,0,4,4,4,2,4,5,15,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,19.0
214,4,4,1,1,0,0,1,0,1,1,0,0,5,2,1,1,2,3,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,24.0
215,3,2,2,2,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,8.25
216,4,3,1,2,2,0,0,0,1,1,1,1,3,4,5,2,4,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6.75
217,3,3,1,2,1,0,1,0,1,1,1,0,3,2,4,2,4,4,13,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,14.5
218,2,3,2,1,0,0,1,0,1,1,0,0,3,3,3,1,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14.25
219,2,2,1,3,0,0,1,1,1,1,1,0,4,3,3,1,1,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,23.0
220,2,1,2,2,0,0,1,1,1,1,1,0,4,2,5,1,2,5,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,19.75
221,1,1,1,3,1,0,1,1,1,1,0,1,4,3,4,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20.5
222,2,3,1,2,0,1,0,0,1,1,1,0,2,3,1,1,1,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13.25
223,2,2,2,2,0,0,1,0,1,1,1,0,3,3,3,5,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,9.0
224,4,4,1,3,0,0,1,1,0,1,1,0,5,3,2,1,1,5,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,31.0
225,3,1,1,2,1,0,0,1,1,1,1,1,5,3,3,1,1,4,16,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19.0
226,3,2,1,2,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16.25
227,2,3,1,2,0,0,1,0,0,1,1,0,5,3,3,1,3,3,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,17.25
228,2,1,4,2,0,1,1,1,1,1,1,1,4,3,2,4,5,3,14,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,14.75
229,2,1,2,3,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13.75
230,4,3,1,2,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,18.75
231,2,2,2,2,0,0,1,1,1,1,1,0,4,5,2,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,21.0
232,4,4,1,2,0,1,1,1,1,1,1,1,4,5,5,1,3,2,14,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,22.0
233,4,4,1,2,0,0,1,1,1,1,1,0,4,2,4,2,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,20.0
234,1,1,2,2,0,0,1,0,1,1,1,0,3,4,2,1,1,5,18,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,16.5
235,3,2,2,3,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16.25
236,2,2,1,2,0,0,0,1,0,1,1,1,4,4,2,5,5,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,11.0
237,2,1,1,1,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13.75
238,2,1,3,2,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.75
239,2,2,1,2,1,0,0,0,1,0,1,0,5,5,4,3,5,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0
240,4,3,2,2,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,15.75
241,4,4,2,2,0,0,1,0,1,1,1,0,3,3,3,2,3,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,19.0
242,4,3,1,1,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,19.75
243,4,4,1,1,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,25.0
244,2,1,2,3,0,0,1,0,0,1,1,1,4,4,4,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14.75
245,2,1,3,1,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.75
246,2,3,2,1,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14.25
247,3,1,1,1,3,0,0,0,0,0,1,1,5,4,5,5,5,1,16,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-4.0
248,3,3,1,2,1,0,1,0,1,1,1,1,4,3,3,1,3,5,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,19.5
249,0,2,1,1,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.5
250,3,2,2,1,1,0,0,0,1,0,1,0,4,4,5,2,4,5,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.25
251,3,3,3,2,0,1,1,0,0,1,1,0,5,3,3,1,3,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.5
252,2,1,1,1,1,0,0,0,0,0,1,0,3,2,5,2,5,5,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.25
253,2,1,2,1,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13.75
254,2,1,1,1,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.75
255,1,1,2,1,1,0,1,1,1,1,1,0,4,4,4,1,2,5,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,19.5
256,4,2,1,4,0,0,1,1,1,1,1,0,4,2,3,1,1,4,6,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,25.5
257,4,3,1,2,0,0,1,0,1,1,1,0,4,3,1,1,1,1,12,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,20.75
258,2,1,1,2,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.75
259,2,2,1,4,0,0,0,1,1,1,1,1,3,4,1,1,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,17.0
260,4,3,1,2,0,0,1,0,1,1,1,1,3,1,2,1,3,2,21,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,17.75
261,4,3,1,2,0,0,1,0,0,1,1,0,4,3,2,1,1,3,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,21.75
262,3,2,1,3,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.25
263,3,3,1,3,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.5
264,2,2,1,3,0,0,1,1,1,1,1,1,4,3,3,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,22.0
265,3,4,2,2,0,0,1,1,1,1,1,0,4,2,5,3,4,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,16.75
266,3,1,1,2,0,0,0,1,1,1,1,1,5,4,4,3,4,5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,14.0
267,4,4,2,2,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,20.0
268,4,2,1,2,0,0,1,1,1,1,1,1,5,4,5,1,3,5,10,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,23.5
269,2,1,2,2,0,0,1,0,1,0,1,1,4,3,5,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.75
270,3,3,1,2,2,0,1,1,1,1,1,0,4,3,5,3,3,5,15,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,20.5
271,2,3,1,4,0,0,1,1,1,1,1,1,4,5,5,1,3,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,18.25
272,1,1,2,2,0,0,1,0,0,1,0,0,4,4,3,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,14.5
273,1,2,1,2,0,0,1,1,0,1,0,1,3,5,2,2,2,1,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,16.75
274,2,4,2,2,0,0,1,0,1,1,1,1,4,3,3,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,17.5
275,2,2,2,2,0,1,1,0,1,1,1,1,4,4,4,2,3,5,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,15.0
276,3,2,2,2,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12.25
277,4,4,2,1,0,0,0,1,1,1,1,0,3,2,4,1,4,3,22,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,17.0
278,4,4,1,2,1,1,1,1,1,1,1,1,2,4,4,1,1,4,15,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,25.0
279,4,3,2,1,0,0,0,1,1,1,1,0,4,2,3,1,2,1,8,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,17.75
280,4,1,2,1,0,0,0,1,1,1,1,1,4,5,4,2,4,5,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,15.25
281,3,2,1,1,1,0,0,0,1,1,1,0,4,4,4,3,4,3,19,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,7.25
282,1,1,2,4,0,0,1,1,1,1,0,0,5,2,2,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,21.5
283,1,1,2,2,0,1,0,1,1,1,1,0,5,4,4,1,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.5
284,2,2,1,2,0,0,1,0,0,1,1,0,5,4,5,1,2,5,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.0
285,1,1,1,2,0,0,0,0,0,1,1,0,4,3,3,1,2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,9.5
286,2,2,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,2,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15.0
287,1,1,1,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,6,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,14.5
288,2,1,1,3,0,0,0,1,1,1,1,0,4,2,4,1,3,2,6,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,11.75
289,4,4,1,2,0,0,1,1,1,1,1,0,5,4,3,1,1,2,9,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,27.0
290,4,2,1,2,0,0,1,1,1,1,1,1,4,3,2,1,4,5,11,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,24.5
291,4,3,1,3,0,0,1,0,1,1,1,0,4,2,2,1,2,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,20.75
292,2,1,1,2,1,0,0,0,1,1,1,1,5,4,3,1,1,5,12,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,13.75
293,3,1,2,4,0,0,1,0,1,1,0,0,3,1,2,1,1,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,17.0
294,3,2,2,3,0,0,1,1,1,1,1,0,5,4,2,1,1,4,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,26.25
295,3,3,1,1,0,0,1,0,1,1,1,0,4,4,3,1,3,5,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,19.5
296,4,4,2,2,0,0,1,1,1,1,1,0,2,3,4,2,3,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,20.0
297,4,3,2,2,0,0,1,0,1,1,1,1,4,4,5,1,2,2,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16.75
298,4,3,1,4,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,20.75
299,4,4,1,1,0,0,1,0,1,1,1,1,1,4,2,2,2,1,5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,16.0
300,4,4,1,2,0,0,1,0,1,1,1,1,4,2,4,1,1,4,14,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,22.0
301,4,4,2,1,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,19.0
302,4,2,2,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,19.5
303,3,2,1,4,0,0,1,1,0,1,1,0,5,2,2,1,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,26.25
304,3,3,1,2,1,0,1,1,1,1,1,1,4,4,4,1,1,3,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.5
305,2,4,1,2,1,0,1,1,1,1,1,0,4,4,3,1,1,3,8,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,24.5
306,3,2,1,1,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21.25
307,4,4,2,1,1,0,1,0,1,1,1,1,4,3,4,1,1,4,38,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,22.0
308,3,3,1,2,1,0,0,1,1,1,0,1,4,5,3,1,2,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,20.5
309,1,1,1,2,1,1,1,1,0,1,1,0,4,4,3,1,3,3,18,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.5
310,1,2,1,2,1,0,0,1,0,1,0,1,4,2,4,2,2,3,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12.75
311,2,1,3,2,0,0,1,0,1,0,1,1,3,4,1,1,1,2,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75
312,1,2,1,2,1,0,0,0,0,1,1,0,4,5,2,2,2,4,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.75
313,3,2,2,2,1,0,1,0,0,1,1,1,4,2,2,1,2,1,22,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,16.25
314,1,1,1,3,2,0,0,0,0,1,1,1,4,1,2,1,1,3,14,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.5
315,2,3,1,3,1,0,0,0,1,1,1,1,4,1,2,1,1,3,40,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.25
316,2,1,2,2,0,0,1,1,1,1,1,0,5,3,3,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,18.75
317,4,3,1,3,0,0,1,1,1,1,1,1,4,3,4,1,1,5,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,26.75
318,3,4,1,3,0,0,1,1,0,1,1,0,4,3,4,2,5,5,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,21.75
319,4,4,1,2,0,0,1,0,1,1,1,0,4,4,4,3,3,5,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,19.0
320,4,3,1,2,0,0,1,0,1,1,1,1,5,2,2,1,2,5,23,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,23.75
321,2,2,1,2,0,0,1,0,1,1,0,1,4,2,2,1,1,3,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18.0
322,2,2,1,3,0,0,1,1,1,1,1,0,3,3,2,2,2,3,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,20.0
323,3,1,1,3,0,0,1,0,0,1,1,0,3,4,3,2,3,5,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,15.0
324,0,2,2,3,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.5
325,4,4,1,3,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.0
326,3,3,1,1,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,13.5
327,2,2,4,1,0,0,1,0,1,1,1,0,4,4,5,5,5,4,8,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.0
328,4,4,1,3,0,0,1,1,1,1,1,0,5,4,4,1,3,4,7,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,26.0
329,4,4,2,3,0,0,1,0,0,1,1,1,4,3,3,1,2,4,4,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,22.0
330,2,2,1,4,0,0,1,1,1,1,1,0,4,5,5,2,4,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18.0
331,2,4,1,3,0,0,1,0,1,1,1,1,4,4,3,1,1,5,7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21.5
332,3,3,1,2,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,20.5
333,2,2,1,2,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.0
334,2,2,2,4,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.0
335,3,4,1,3,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13.75
336,3,1,1,3,1,0,0,0,1,1,0,0,5,4,3,1,2,5,12,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,14.0
337,3,2,1,2,0,0,1,0,1,1,1,1,4,3,2,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,15.25
338,3,3,1,4,0,0,1,0,1,1,1,0,5,3,3,1,1,1,7,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,18.5
339,3,2,1,2,0,0,1,0,1,1,1,0,4,3,3,2,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,14.25
340,2,1,1,3,1,0,0,1,1,1,1,1,4,3,4,1,3,3,4,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,12.75
