,school,sex,age,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor
158,GP,M,16,2,2,mother,3,1,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
159,GP,M,16,3,3,father,1,2,1,0,1,0,1,1,1,1,4,5,5,4,4,5,4,10,12,12,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1
160,GP,M,17,2,1,mother,2,1,2,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
161,GP,M,15,3,2,mother,2,2,2,1,1,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
162,GP,M,16,1,2,mother,2,1,1,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
163,GP,M,17,1,3,father,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10,10,10,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
164,GP,M,17,1,1,mother,4,2,3,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5,8,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
165,GP,M,16,3,2,mother,2,1,1,0,1,1,0,0,0,0,4,5,2,1,1,2,16,12,11,12,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
166,GP,M,16,2,2,father,1,2,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
167,GP,F,16,4,2,father,1,2,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
168,GP,F,16,2,2,mother,1,2,0,0,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
169,GP,F,16,4,4,mother,1,2,0,0,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1
170,GP,M,16,3,4,father,3,1,2,0,1,1,0,1,1,0,3,4,5,2,4,2,0,6,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
171,GP,M,16,1,0,mother,2,2,0,0,1,1,1,1,1,1,4,3,2,1,1,3,2,13,15,16,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
172,GP,M,17,4,4,mother,1,2,0,0,1,1,1,1,1,0,4,4,4,1,3,5,0,13,11,10,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
173,GP,F,16,1,3,mother,1,2,3,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
174,GP,F,16,3,3,mother,2,2,0,0,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
175,GP,M,17,4,3,mother,2,2,0,0,0,1,1,1,1,0,4,4,4,4,4,4,4,10,9,9,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
176,GP,F,16,2,2,mother,2,2,0,0,0,1,0,1,1,0,3,4,4,1,4,5,2,13,13,11,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1
177,GP,M,17,3,3,father,1,2,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
178,GP,M,16,4,2,mother,1,1,0,0,1,1,1,1,1,1,4,3,3,3,4,3,10,10,8,9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
179,GP,M,17,4,3,mother,1,2,0,0,1,1,1,1,1,1,5,2,3,1,1,2,4,10,10,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
180,GP,M,16,4,3,mother,1,2,0,0,1,1,1,1,1,0,3,4,3,2,3,3,10,9,8,8,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1
181,GP,M,16,3,3,mother,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,3,2,12,13,12,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
182,GP,F,17,2,4,father,1,2,0,0,1,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
183,GP,F,17,3,3,mother,1,2,0,0,1,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
184,GP,F,16,3,2,mother,1,2,0,0,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
185,GP,M,17,3,3,mother,1,2,0,0,1,1,1,1,1,1,4,3,4,2,3,4,12,12,12,11,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
186,GP,M,16,1,2,mother,1,1,0,0,1,1,1,1,1,1,3,3,3,1,2,3,2,11,12,11,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
187,GP,M,16,2,1,mother,1,2,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
188,GP,F,17,3,3,mother,1,2,0,0,1,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
189,GP,M,17,1,2,mother,1,2,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
190,GP,F,16,2,3,mother,1,2,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
191,GP,F,17,1,1,mother,1,2,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
192,GP,M,17,1,2,other,2,2,0,0,0,1,0,1,1,0,4,4,4,4,5,5,12,7,8,8,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
193,GP,M,16,3,3,mother,1,1,0,0,1,1,1,1,1,0,4,3,2,3,4,5,8,8,9,10,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
194,GP,M,16,2,3,father,2,1,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
195,GP,F,17,2,4,father,1,2,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
196,GP,M,17,4,4,mother,1,1,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
197,GP,M,16,3,3,father,3,1,0,0,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
198,GP,F,17,4,4,mother,2,1,1,0,1,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
199,GP,F,16,4,4,mother,1,2,0,0,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
200,GP,F,16,4,3,mother,1,2,0,0,1,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
201,GP,F,16,2,3,mother,1,2,0,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
202,GP,F,17,1,1,mother,1,2,0,0,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
203,GP,F,17,2,2,mother,1,1,0,0,1,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
204,GP,F,16,2,2,mother,2,4,0,0,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
205,GP,F,17,3,4,mother,1,3,1,0,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
206,GP,F,16,3,1,mother,1,2,3,0,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
207,GP,F,16,4,3,mother,1,2,0,0,0,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
208,GP,F,16,1,1,mother,2,1,0,0,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
209,GP,F,17,4,3,mother,2,3,0,0,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
210,GP,F,19,3,3,other,1,4,0,0,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
211,GP,M,17,4,4,mother,1,2,0,0,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
212,GP,F,16,2,2,mother,1,2,0,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
213,GP,M,18,2,2,mother,1,2,1,0,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
214,GP,F,17,4,4,mother,1,1,0,0,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
215,GP,F,17,3,2,mother,2,2,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
216,GP,F,17,4,3,mother,1,2,2,0,0,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
217,GP,M,18,3,3,father,1,2,1,0,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
218,GP,F,17,2,3,father,2,1,0,0,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
219,GP,F,17,2,2,mother,1,3,0,0,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
220,GP,F,17,2,1,mother,2,2,0,0,1,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
221,GP,F,17,1,1,mother,1,3,1,0,1,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
222,GP,F,16,2,3,mother,1,2,0,1,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
223,GP,M,18,2,2,mother,2,2,0,0,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
224,GP,F,16,4,4,mother,1,3,0,0,1,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
225,GP,F,18,3,1,mother,1,2,1,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
226,GP,F,17,3,2,mother,1,2,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
227,GP,M,17,2,3,father,1,2,0,0,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
228,GP,M,18,2,1,mother,4,2,0,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
229,GP,F,17,2,1,mother,2,3,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
230,GP,F,17,4,3,father,1,2,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
231,GP,M,17,2,2,father,2,2,0,0,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
232,GP,M,17,4,4,mother,1,2,0,1,1,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
233,GP,M,16,4,4,father,1,2,0,0,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
234,GP,M,16,1,1,mother,2,2,0,0,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
235,GP,M,16,3,2,mother,2,3,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
236,GP,M,17,2,2,father,1,2,0,0,0,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
237,GP,F,16,2,1,mother,1,1,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
238,GP,F,17,2,1,mother,3,2,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
239,GP,M,18,2,2,father,1,2,1,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
240,GP,M,17,4,3,mother,2,2,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
241,GP,M,17,4,4,mother,2,2,0,0,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
242,GP,M,16,4,3,mother,1,1,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
243,GP,M,16,4,4,mother,1,1,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
244,GP,F,18,2,1,other,2,3,0,0,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
245,GP,M,16,2,1,mother,3,1,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
246,GP,M,17,2,3,father,2,1,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
247,GP,M,22,3,1,mother,1,1,3,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
248,GP,M,18,3,3,mother,1,2,1,0,1,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
249,GP,M,16,0,2,mother,1,1,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
250,GP,M,18,3,2,mother,2,1,1,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
251,GP,M,16,3,3,other,3,2,0,1,1,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
252,GP,M,18,2,1,mother,1,1,1,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
253,GP,M,16,2,1,mother,2,1,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
254,GP,M,17,2,1,mother,1,1,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
255,GP,M,17,1,1,mother,2,1,1,0,1,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
256,GP,F,17,4,2,mother,1,4,0,0,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
257,GP,M,19,4,3,mother,1,2,0,0,1,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
258,GP,M,18,2,1,mother,1,2,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
259,GP,F,17,2,2,father,1,4,0,0,0,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
260,GP,F,18,4,3,father,1,2,0,0,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
261,GP,M,18,4,3,mother,1,2,0,0,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
262,GP,M,18,3,2,mother,1,3,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
263,GP,F,17,3,3,mother,1,3,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
264,GP,F,18,2,2,mother,1,3,0,0,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1
265,GP,M,18,3,4,mother,2,2,0,0,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
266,GP,M,17,3,1,mother,1,2,0,0,0,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
267,GP,F,18,4,4,mother,2,2,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
268,GP,M,18,4,2,father,1,2,0,0,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
269,GP,F,18,2,1,mother,2,2,0,0,1,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
270,GP,F,19,3,3,other,1,2,2,0,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
271,GP,F,18,2,3,father,1,4,0,0,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
272,GP,F,18,1,1,mother,2,2,0,0,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
273,GP,M,17,1,2,mother,1,2,0,0,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1
274,GP,F,17,2,4,mother,2,2,0,0,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1
275,GP,F,17,2,2,mother,2,2,0,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
276,GP,F,18,3,2,mother,2,2,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
277,GP,M,18,4,4,mother,2,1,0,0,0,1,1,1,1,0,3,2,4,1,4,3,22,9,9,9,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1
278,GP,F,18,4,4,father,1,2,1,1,1,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
279,GP,M,18,4,3,mother,2,1,0,0,0,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
280,GP,M,17,4,1,mother,2,1,0,0,0,1,1,1,1,1,4,5,4,2,4,5,30,8,8,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
281,GP,M,17,3,2,mother,1,1,1,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,10,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
282,GP,F,18,1,1,mother,2,4,0,0,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
283,GP,F,18,1,1,mother,2,2,0,1,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
284,GP,F,17,2,2,mother,1,2,0,0,1,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
285,GP,M,17,1,1,father,1,2,0,0,0,0,0,1,1,0,4,3,3,1,2,4,2,12,10,11,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
286,GP,F,18,2,2,mother,1,3,0,0,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
287,GP,F,17,1,1,mother,1,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
288,GP,M,18,2,1,mother,1,3,0,0,0,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
289,GP,M,18,4,4,mother,1,2,0,0,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
290,GP,M,18,4,2,mother,1,2,0,0,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,11,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1
291,GP,F,17,4,3,mother,1,3,0,0,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
292,GP,F,18,2,1,mother,1,2,1,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
293,GP,F,17,3,1,mother,2,4,0,0,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
294,GP,M,18,3,2,mother,2,3,0,0,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
295,GP,M,17,3,3,mother,1,1,0,0,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
296,GP,F,19,4,4,other,2,2,0,0,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
297,GP,F,18,4,3,other,2,2,0,0,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
298,GP,F,18,4,3,father,1,4,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
299,GP,M,18,4,4,mother,1,1,0,0,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
300,GP,F,18,4,4,mother,1,2,0,0,1,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
301,GP,M,17,4,4,father,2,1,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,11,11,10,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
302,GP,F,17,4,2,mother,2,3,0,0,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
303,GP,F,17,3,2,father,1,4,0,0,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1
304,GP,M,19,3,3,other,1,2,1,0,1,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
305,GP,F,18,2,4,other,1,2,1,0,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
306,GP,M,20,3,2,other,1,1,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
307,GP,M,19,4,4,other,2,1,1,0,1,0,1,1,1,1,4,3,4,1,1,4,38,8,9,8,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
308,GP,M,19,3,3,father,1,2,1,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
309,GP,F,19,1,1,other,1,2,1,1,1,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
310,GP,F,19,1,2,other,1,2,1,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9,9,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
311,GP,F,19,2,1,other,3,2,0,0,1,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
312,GP,M,19,1,2,other,1,2,1,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13,11,11,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
313,GP,F,19,3,2,other,2,2,1,0,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
314,GP,F,19,1,1,other,1,3,2,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
315,GP,F,19,2,3,other,1,3,1,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
316,GP,F,18,2,1,mother,2,2,0,0,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
317,GP,F,18,4,3,mother,1,3,0,0,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
